PID,Player,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90
393,Orestis Karnezis,Watford,15,1290,0,0,0.00,0.00,0.00,0.00
394,Wesley Hoedt,Southampton,28,2520,0,1,1.85,0.78,0.07,0.03
395,Emerson,Chelsea,5,277,0,1,0.19,0.03,0.06,0.01
396,Patrice Evra,West Ham,5,242,0,0,0.00,0.00,0.00,0.00
397,Tom Heaton,Burnley,4,305,0,0,0.00,0.00,0.00,0.00
398,Matthew Lowton,Burnley,26,2290,0,3,0.08,1.76,0.00,0.07
399,Michael Keane,Everton,30,2563,0,1,1.25,0.95,0.04,0.03
400,Ben Mee,Burnley,29,2610,0,0,1.66,0.23,0.06,0.01
401,James Tarkowski,Burnley,31,2790,0,0,0.89,1.08,0.03,0.03
402,Marko Grujic,Liverpool,3,9,0,0,0.00,0.03,0.00,0.30
403,Edimilson Fernandes,West Ham,14,856,0,1,0.23,0.35,0.02,0.04
404,Nathaniel Chalobah,Watford,6,448,0,0,0.77,0.03,0.16,0.01
405,Eldin Jakupovic,Leicester,2,180,0,0,0.00,0.00,0.00,0.00
406,Javier Manquillo,Newcastle United,21,1759,0,1,0.09,1.12,0.00,0.06
408,Vincent Janssen,Tottenham,1,1,0,0,0.00,0.00,0.00,0.00
409,Claudio Bravo,Manchester City,3,225,0,0,0.00,0.00,0.00,0.00
410,Sam McQueen,Southampton,7,136,0,0,0.03,0.12,0.02,0.08
